valor_transacao,num_tentativas_24h,hora_dia,distancia_ip_km,fraude
4115.24,8,0,8110.3,1
6958.2,2,18,7339.3,0
8145.91,6,0,3342.9,1
2481.83,6,20,1335.4,0
5112.14,4,21,7805.5,0
6543.09,6,19,9118.6,0
1900.3,6,2,1251.2,0
4116.45,9,3,6414.1,1
8078.3,9,19,311.0,1
319.06,7,17,3674.1,0
3650.29,4,10,437.8,1
8943.29,2,10,6819.9,0
1388.92,1,23,9135.3,0
8820.85,9,22,1982.8,0
7432.17,2,19,4184.6,1
7928.76,1,7,348.6,0
495.7,7,17,3504.8,0
9013.34,7,12,9940.7,1
8723.24,9,1,4933.0,1
869.72,1,22,2107.1,1
8517.61,8,19,4670.2,1
4839.95,8,1,5935.4,1
5655.62,7,11,1850.7,1
1576.71,5,14,9220.3,0
7749.21,8,3,1639.0,1
3644.59,3,6,6569.8,0
6043.15,8,8,9992.4,0
3353.01,9,14,1585.0,0
5043.87,5,20,2328.5,1
6984.56,4,4,174.0,0
7959.54,3,13,6934.7,0
5267.62,5,8,7187.6,1
4697.28,4,22,5099.2,0
2161.75,7,4,2865.1,1
6773.13,6,15,8068.5,1
3801.46,1,2,2331.0,0
4432.02,6,6,1050.8,0
12.03,7,1,6945.7,0
3356.49,7,2,5556.1,0
4466.56,9,12,4839.9,0
3919.35,7,21,1439.9,0
9023.28,9,20,8107.5,1
8794.22,6,21,4667.3,1
1705.78,5,6,2943.9,0
2156.64,2,15,9903.1,0
1861.5,8,21,7820.8,1
4076.32,3,8,5740.3,0
2271.95,5,21,4201.2,1
5713.42,6,2,6776.3,1
7461.74,9,10,3928.7,1
9613.32,4,23,2744.8,0
5934.61,7,8,5546.7,0
207.77,8,21,8080.9,0
5058.3,6,22,6866.1,1
6952.57,4,11,8661.1,0
6245.44,7,0,3088.1,0
7436.22,6,5,4975.0,0
8010.53,1,9,1320.1,1
9111.66,4,19,8483.1,1
3990.91,9,21,216.1,0
7914.51,3,15,2502.6,0
1358.61,8,6,6605.5,1
4044.82,9,3,7069.8,1
9815.37,6,6,5838.6,1
9563.57,3,4,857.7,0
1919.04,9,18,9667.1,1
3857.21,3,12,1109.2,0
3981.77,7,15,657.8,0
9573.02,6,9,3283.5,1
1303.86,4,11,4968.7,1
4888.51,1,21,4885.3,0
4042.46,4,18,9695.3,1
7572.3,6,6,5470.9,1
8298.31,6,4,5024.0,1
5634.18,1,20,7709.3,0
633.51,7,11,4169.2,1
3038.07,8,6,7402.6,1
1292.9,2,0,5178.1,0
1073.84,1,12,2293.1,0
7875.37,1,22,6403.1,1
8183.38,6,0,9794.5,1
8040.99,8,12,4973.8,1
7937.54,4,8,6404.7,0
6133.56,4,10,3966.6,0
8300.8,8,12,5069.9,0
3669.11,8,20,1179.6,0
3065.36,4,7,2192.5,0
3545.81,8,1,1485.8,1
3387.18,6,1,8428.5,1
8821.23,8,23,1501.8,0
2383.89,4,22,6130.3,0
3937.39,5,23,5080.2,0
6955.81,2,17,8235.8,1
8606.6,9,15,2832.1,0
9718.63,7,6,5364.3,1
7158.56,9,21,9103.8,1
4708.2,2,10,8362.6,0
4819.04,1,2,502.2,1
2439.45,3,2,2918.6,0
1212.07,6,22,1161.5,0
8029.42,5,15,6321.7,1
2607.77,8,6,5190.8,1
2330.46,8,15,1597.4,0
444.92,1,14,8743.5,0
9815.9,8,11,1249.9,0
6106.17,9,0,3709.3,0
8019.08,4,14,350.0,1
7928.13,9,13,1507.3,1
5523.7,6,6,4719.7,1
9568.56,9,13,3600.0,0
7062.9,5,5,2300.4,1
1901.6,6,22,802.5,0
9139.92,6,12,5815.2,1
2288.82,6,19,7407.3,0
2768.48,3,19,3404.3,1
7309.19,9,4,421.5,1
2956.04,7,16,8218.2,1
739.88,8,9,1272.5,0
8372.81,5,23,4218.4,0
3967.39,2,1,9333.8,0
8803.71,6,12,9102.2,0
6713.4,7,21,3020.6,1
9620.81,2,18,9131.3,0
7881.98,4,5,9257.8,1
9725.37,8,8,7594.3,1
4965.53,5,17,8733.1,1
2739.67,9,0,1199.1,1
2225.77,1,15,4423.8,0
4109.64,9,22,2638.5,0
5250.02,5,17,9003.9,1
1791.46,4,2,8192.4,1
6762.29,6,0,4845.4,1
664.94,5,4,6576.4,0
3368.3,4,20,9497.6,0
6917.24,9,4,3993.0,1
6247.48,2,6,4966.6,1
8843.37,7,2,7301.4,1
2783.48,6,14,3892.9,0
3449.19,4,2,3144.0,0
8412.41,5,14,9941.9,1
7559.86,4,10,997.4,0
4995.67,3,16,534.3,0
9129.11,4,1,3648.2,0
9069.21,2,6,9259.7,1
8235.04,7,2,9018.1,1
8094.21,8,16,7614.9,0
1713.98,5,2,3662.9,0
6249.51,4,18,7716.6,0
5100.91,4,1,3739.0,0
9629.9,3,21,3953.2,1
9931.54,1,8,6497.0,0
7048.38,3,1,2196.4,1
7765.06,8,5,4723.0,1
7069.76,7,10,2436.6,0
6007.23,8,11,8831.7,1
9801.4,6,20,6677.8,1
1480.59,4,11,4729.9,0
8552.03,9,17,974.3,0
1134.57,1,11,942.4,0
9727.56,2,17,8961.1,0
2134.87,6,11,2824.3,0
3787.7,8,9,3013.1,0
7509.17,1,12,9413.1,1
9802.1,7,17,6885.5,1
1327.96,4,7,9785.5,1
309.73,8,1,5578.7,1
1383.91,5,22,5621.1,0
2750.57,2,13,7729.8,0
3803.79,3,1,5018.9,1
6772.12,1,17,3441.9,0
3517.41,9,19,9072.1,0
4221.39,9,0,2273.5,0
279.95,3,12,7703.0,0
4276.26,2,1,9313.6,0
8024.92,4,4,6548.9,1
2275.89,7,22,2123.8,0
5829.94,5,9,4127.4,1
1825.72,5,1,1137.4,0
6015.67,6,14,2032.6,1
172.75,4,6,1256.6,0
6664.07,8,12,7276.6,1
6103.74,4,17,947.9,0
3540.92,6,2,4554.2,1
5741.4,2,9,1527.9,0
6007.55,5,5,6642.6,1
6654.62,4,2,1318.7,0
2774.0,5,12,2954.0,0
1328.19,2,4,572.6,0
5216.43,3,4,1919.9,0
8489.41,8,0,9953.6,1
85.59,5,6,8756.5,1
447.17,8,5,3990.1,0
1902.77,1,17,1068.5,0
7522.55,4,15,1529.7,0
7842.1,3,21,3418.6,0
7098.7,5,9,3395.0,0
5931.41,7,17,4132.5,1
1550.84,5,2,1865.2,0
2427.19,7,21,9914.8,0
8869.88,4,11,6913.8,1
3704.31,9,7,5794.6,0
6908.82,6,18,4734.9,1
3007.16,3,6,381.1,0
3493.36,9,20,5188.9,0
5785.27,9,10,4346.2,1
3229.38,3,18,1898.2,0
2363.08,6,16,6709.9,1
4406.31,4,0,4718.0,1
1669.11,6,7,4353.7,1
5300.33,9,10,5823.9,0
3064.33,9,13,8098.3,1
2090.43,4,6,6024.5,0
4116.52,3,13,601.4,0
2563.33,3,17,4314.1,0
8463.71,6,5,3524.6,1
4642.77,7,18,8755.9,1
8887.62,4,13,2405.9,1
8596.97,5,6,1116.7,0
7174.79,1,7,1934.2,0
5069.15,5,1,9477.2,1
991.62,7,2,7364.4,0
2628.15,1,2,6312.1,0
5686.75,9,2,7624.1,1
8183.6,1,11,6232.1,1
3565.52,6,4,2550.2,0
6907.33,9,14,6542.7,0
362.75,6,5,519.9,0
6690.77,9,5,1906.0,0
4017.32,1,12,7773.6,0
5114.09,5,3,1797.8,1
9654.79,6,8,5652.5,1
6474.67,7,8,4568.9,1
1019.34,7,18,6890.1,0
1819.17,7,12,8561.6,1
222.31,7,12,1677.6,0
1661.68,9,5,2372.6,0
2546.19,3,1,1949.8,0
9953.69,3,9,6137.7,0
955.16,3,18,8288.2,0
8356.86,3,9,487.6,0
4583.23,1,22,7013.8,0
8453.98,1,16,418.3,0
4108.93,8,12,38.3,1
2621.8,9,23,9497.0,0
2061.37,5,23,1682.0,0
3381.62,9,6,2842.9,0
9130.14,1,5,2162.6,0
8118.48,8,8,6725.1,1
8030.23,8,2,5853.7,1
2493.84,7,20,4002.6,0
3126.96,2,10,550.4,0
6310.14,7,9,9734.8,1
4561.28,6,8,7183.8,1
7278.31,2,15,1690.2,0
1927.27,6,4,8651.5,1
9126.21,9,7,6741.2,0
6367.51,4,20,9439.1,0
9481.74,4,4,2536.5,0
5841.95,3,3,9232.0,1
8768.88,8,12,8948.8,1
6141.64,5,4,4120.1,1
6528.43,8,4,6868.0,0
2004.85,7,5,5695.8,1
817.08,2,8,8793.9,1
5789.32,5,15,7910.1,0
2898.85,9,0,3579.3,0
5799.72,2,18,3738.4,0
1751.31,1,14,7107.1,0
2406.9,7,10,2177.6,0
34.26,2,10,163.1,0
3454.38,3,20,64.7,0
5005.65,9,0,9236.8,1
5143.71,2,1,1168.2,0
4139.78,2,8,4847.6,0
4398.57,3,21,6129.8,1
2431.43,8,19,9971.1,0
8627.97,4,5,2130.0,0
3899.9,8,6,1295.0,1
710.59,2,23,771.0,0
1686.63,8,5,3269.5,0
6689.62,3,14,2382.2,0
4407.08,3,22,8758.5,0
1696.68,4,20,5568.6,0
2660.7,3,4,4752.5,0
6583.83,4,19,1175.5,0
6423.58,2,0,1601.9,1
7111.21,7,21,7405.1,1
5395.28,2,22,4661.2,0
5908.75,2,4,7765.8,0
6585.9,4,6,3567.2,0
1021.95,5,18,2595.1,0
2667.07,7,23,9059.4,1
7591.93,3,0,968.2,1
4255.78,5,9,198.1,1
2620.51,3,14,9085.9,0
9775.11,3,16,2637.6,0
6167.11,3,3,401.4,0
5965.1,7,22,8514.9,0
9705.82,7,1,6618.0,0
5208.64,7,21,5950.2,1
8099.51,6,20,9166.4,1
4410.24,7,20,357.1,0
2986.32,2,6,4599.3,0
3861.75,5,19,3681.2,0
4283.62,3,17,7082.2,0
8414.6,5,13,5789.4,1
4998.01,5,19,9065.3,0
5117.68,6,21,5258.1,1
9291.2,7,15,7847.8,0
493.87,4,2,6136.4,0
7935.96,4,18,5202.7,1
6665.29,9,8,3386.0,1
9871.65,5,16,2323.3,1
6140.54,7,17,1901.7,1
4660.48,6,7,297.4,0
205.65,9,12,2741.5,0
320.13,4,11,8219.0,0
7488.83,6,20,8918.4,0
4493.52,4,5,4061.4,1
602.2,2,1,8681.6,0
7484.17,8,2,395.3,1
323.27,6,10,1737.6,0
4315.52,8,19,5725.7,1
1787.68,6,18,8402.9,1
4567.82,5,17,9681.7,0
6553.8,4,17,5156.5,1
4948.36,2,21,4080.6,1
6622.95,9,23,5630.2,1
8680.97,3,13,8144.8,0
1202.0,4,0,1513.7,0
521.57,1,8,6724.6,0
5192.02,8,8,9734.4,1
8570.27,1,23,7486.5,0
9314.39,1,22,1.1,0
5095.68,8,10,8716.3,1
438.85,3,5,9463.6,0
3301.14,3,11,1171.2,0
9294.67,4,18,9946.7,0
4678.44,4,11,7106.0,0
7115.75,7,21,5717.4,1
3452.9,4,9,8117.2,0
6377.64,4,0,6771.6,1
7263.38,3,14,8546.7,1
9496.34,6,2,3666.4,1
717.86,7,18,1680.8,0
9841.06,2,20,9696.3,1
4927.47,4,21,8409.2,0
6621.86,8,2,9283.2,1
8861.94,2,1,4274.8,1
6377.22,7,23,4971.8,1
6173.73,8,23,801.4,1
9167.23,5,20,2040.0,1
1155.18,2,20,266.4,0
871.85,2,4,5459.2,0
3491.36,5,18,8191.1,1
6544.04,2,3,5865.8,0
7772.53,7,7,6324.4,1
3453.72,5,3,5016.0,1
1994.08,8,2,7452.8,0
2252.43,8,23,7985.4,1
1798.38,1,7,1125.5,0
2262.63,3,6,8615.4,0
7820.22,8,12,5899.7,0
7539.58,4,11,4404.4,0
1886.38,6,19,3874.9,0
4655.79,4,9,1439.1,1
1448.83,5,0,8196.7,1
5066.86,1,17,9761.8,0
218.26,8,23,9208.6,1
8092.88,6,0,6088.9,1
4561.84,7,18,6273.7,0
4457.56,2,16,2845.2,0
3136.21,4,21,886.8,0
4789.33,5,3,1947.7,1
7303.1,7,13,6745.6,0
7491.03,8,1,9747.3,0
9807.04,3,0,3722.0,0
6633.1,9,14,6222.7,1
9850.94,2,18,8797.3,0
6789.28,1,3,2839.6,0
988.55,1,20,4983.4,0
9720.61,4,23,3860.7,1
9052.11,5,11,7996.3,1
9204.44,8,18,7815.1,1
285.26,3,14,6448.0,1
4889.79,6,7,3216.8,1
1102.1,3,11,8136.3,0
6540.59,5,6,8915.4,1
6973.91,7,21,6002.3,1
198.0,3,17,8728.4,0
7284.86,8,1,1534.1,1
616.34,9,23,1743.7,0
4555.85,6,15,9338.8,0
3261.8,5,22,1717.4,0
1192.97,7,22,4383.0,0
4926.7,4,5,4093.2,0
5439.33,5,9,1591.9,1
3564.54,9,4,8253.2,1
7446.25,9,0,9303.5,1
3162.93,3,17,2692.6,1
5077.99,2,23,8479.5,0
5832.6,8,1,6060.0,1
1354.98,4,3,2798.4,0
6628.79,6,15,5443.9,1
9399.3,4,2,4108.0,1
7171.51,3,22,3201.9,0
6289.97,7,21,8173.3,0
6781.55,7,23,7669.2,1
2704.15,6,8,3392.4,0
4529.46,6,13,1448.0,1
678.73,3,14,6184.3,1
4642.15,3,18,5998.8,1
751.28,9,21,1870.1,0
857.98,8,9,4359.9,1
5424.42,8,9,7130.7,1
1037.63,6,10,1578.1,0
3993.0,5,22,9381.1,0
7311.52,3,9,5855.8,1
4221.99,8,10,1209.1,0
3663.62,8,5,5026.6,0
5504.51,2,19,126.5,0
7656.16,2,2,9093.8,1
5526.65,7,17,191.8,1
9162.3,1,15,488.5,1
2902.4,7,8,5278.2,1
379.12,4,16,4680.0,0
148.54,3,20,4131.9,0
5744.11,6,21,5793.3,1
9437.19,7,13,5537.3,1
9338.25,8,6,4021.2,1
3642.81,9,5,6952.2,1
7894.58,1,8,3194.1,0
1980.38,9,9,7206.6,0
4209.69,6,1,4191.1,1
7324.81,5,6,7970.8,1
7642.27,9,21,6998.3,1
7972.52,7,15,9045.5,1
2520.32,3,7,4412.7,0
7656.17,1,7,2529.6,0
7333.29,6,6,2851.3,0
8025.67,2,7,6699.9,0
974.72,9,3,9493.9,0
6658.43,3,7,692.5,1
9066.73,2,19,3201.9,0
1170.18,7,12,2836.5,0
3097.52,5,21,3164.4,1
6790.18,6,2,4554.3,1
4695.23,8,13,8338.6,1
1718.21,6,22,6726.4,0
9984.53,1,14,5796.6,0
2775.25,4,0,5326.7,1
6118.45,9,10,1276.9,0
1011.52,6,6,8941.1,0
1796.55,1,11,4780.6,0
2021.8,2,3,1538.6,0
2402.51,8,6,1717.5,1
1662.88,3,2,9833.5,1
8366.06,4,22,6331.2,1
2312.43,7,19,1538.9,0
6425.67,1,8,5486.1,0
4219.33,6,11,265.1,0
4800.41,3,9,6314.4,0
2659.34,7,7,4752.0,0
1795.51,2,20,712.0,0
8012.77,5,6,7448.2,1
2352.69,8,23,3289.4,0
6991.41,2,0,8780.4,0
1346.29,1,16,7618.2,1
2033.6,4,0,2387.2,1
6757.33,8,0,4232.7,1
7355.59,8,9,4247.9,1
5225.81,1,9,4091.0,0
1120.91,7,9,755.8,0
8288.46,8,5,3035.9,0
3668.47,6,8,4121.1,0
76.84,9,1,2155.3,0
4305.39,1,2,2841.3,0
9507.56,1,21,7951.8,1
3759.94,8,19,2230.6,0
6069.16,6,3,1316.3,1
23.08,2,13,6531.4,0
1348.7,4,15,7883.8,0
7006.67,9,13,5396.0,1
9053.61,6,18,8268.6,0
9387.19,6,18,340.6,0
4451.37,5,1,256.2,0
6682.34,3,6,486.9,0
9925.8,6,23,5931.0,1
4985.05,6,22,266.0,1
2919.98,4,14,8378.2,0
8460.01,3,18,4804.1,1
3567.68,2,21,9619.0,0
6905.12,9,23,9923.2,0
3561.77,9,4,1702.2,0
798.99,9,5,8287.8,0
3442.39,2,7,8268.0,0
1140.41,8,13,424.2,0
7343.16,1,8,6297.0,1
8070.55,9,5,5245.4,1
8818.99,6,7,7229.8,1
7748.21,1,1,6841.6,0
217.74,7,15,100.2,0
7875.89,6,7,2399.6,0
2047.67,2,10,1872.6,0
8477.65,7,12,687.5,0
9160.44,4,21,5065.9,1
4515.56,4,2,3928.6,0
7751.99,2,9,8752.9,0
2099.1,9,3,8336.6,0
4607.7,6,2,5482.4,1
5282.46,2,5,2993.4,0
5171.25,8,7,3832.8,0
1834.05,7,11,1707.9,0
8344.38,8,3,1904.7,0
7534.85,5,17,9385.0,1
8605.07,9,13,5709.4,1
753.81,1,16,5368.0,0
6627.35,8,21,2065.6,0
3201.19,6,0,4338.4,1
3384.96,7,12,1151.8,0
3724.44,9,22,4082.2,0
6873.45,7,22,1965.1,0
8036.14,6,17,469.1,0
2450.66,9,5,2846.1,0
8147.26,5,1,9567.2,1
9772.5,1,16,3618.5,0
8908.59,9,17,8563.5,1
2919.33,9,21,4995.3,1
929.41,4,14,8127.3,0
1744.71,3,21,2136.9,0
4469.7,1,2,9224.1,1
982.73,8,23,9491.3,1
7343.62,5,1,3223.2,0
6005.3,2,15,8065.9,0
9668.71,9,1,1818.4,0
5748.46,9,21,721.8,0
3939.69,9,1,9670.9,0
3723.89,9,20,1562.8,0
5117.42,5,7,6496.7,1
9654.94,4,2,2087.5,1
9490.84,8,8,7163.7,1
8872.99,7,6,601.1,1
8609.91,9,4,7471.1,1
4580.68,2,5,2372.1,0
9096.15,5,15,1246.0,0
9174.04,9,16,3896.6,0
4100.2,1,17,2466.7,0
8932.99,2,6,2871.0,0
5215.4,1,19,8107.0,0
9089.6,9,18,2648.0,0
2428.06,8,3,7906.4,1
3700.6,4,11,7547.2,0
987.91,4,23,1582.1,1
1100.41,1,11,9264.8,0
2664.88,5,0,7882.1,1
8504.07,7,5,144.6,1
5575.04,3,19,4416.3,0
612.96,8,17,8877.6,0
3491.26,2,22,2000.7,0
9105.94,2,18,8446.7,1
6131.34,6,17,674.4,0
6259.86,9,6,4696.7,1
1799.99,1,14,5038.1,0
1189.25,9,3,9438.4,1
2177.97,8,7,4614.8,1
7985.36,8,15,2448.9,0
2645.31,8,8,4789.8,1
2788.47,2,1,1303.0,0
3852.69,1,8,2184.4,0
612.81,5,7,7727.4,1
4130.35,4,10,2001.7,0
5408.92,4,16,1627.3,0
8973.43,7,13,6289.3,0
4170.75,9,21,3772.1,0
1354.72,5,13,5802.6,1
8771.03,7,13,2543.7,0
3807.67,7,15,7376.8,0
3767.31,9,4,7191.3,1
6239.4,9,19,3190.2,0
8587.19,6,3,2570.7,1
494.91,6,0,5530.8,1
6770.15,3,21,2214.9,0
3556.58,9,16,1062.0,0
9491.71,5,1,3567.4,1
6702.36,1,1,2604.0,0
7226.88,6,6,1831.6,0
2620.38,9,16,2926.2,0
8254.8,5,5,6408.9,1
8830.35,5,9,3680.8,1
3542.92,3,5,1868.6,0
9858.15,5,1,7291.5,1
930.43,4,2,9439.3,0
6020.27,6,6,4119.7,1
7197.12,3,19,6821.6,0
5604.59,7,12,6040.5,1
910.6,2,18,8570.3,0
4959.69,9,7,4374.8,1
9167.98,6,7,4240.7,1
3470.39,1,22,995.7,0
3495.76,6,18,1041.9,0
1430.76,8,10,515.2,0
1876.88,7,22,9214.4,0
6114.57,3,20,6991.1,0
2762.44,3,0,8019.3,0
5309.78,4,20,5123.5,1
2632.23,1,11,3279.0,0
1878.81,7,3,9440.1,1
2858.9,6,14,6379.2,0
9620.82,1,20,6618.7,0
2809.87,6,5,4549.0,1
9162.57,9,7,9898.7,1
7376.23,7,20,7970.3,1
7123.85,7,10,5342.9,0
7904.09,3,5,176.8,1
2317.68,7,6,8801.8,0
1799.27,3,3,7726.9,1
1594.14,6,3,6387.7,1
7001.5,9,9,706.0,1
671.81,5,20,8475.4,0
90.95,5,10,9779.1,0
1181.18,3,6,9245.2,0
2955.61,9,8,4897.3,0
6251.32,3,21,2795.0,0
4289.98,7,20,6474.4,1
9670.87,1,8,5527.6,0
4064.17,6,18,5264.6,1
1621.75,7,20,5232.6,0
3820.38,8,7,9333.8,0
9744.19,4,18,4714.5,0
4897.84,3,13,8800.5,0
7844.08,1,4,2681.4,0
8894.23,8,14,5222.8,0
5000.43,7,7,5780.6,1
8613.66,4,8,5041.7,0
7104.44,5,20,5936.9,1
9812.84,5,12,7912.7,0
4476.58,3,6,321.9,0
5291.13,2,0,7873.5,0
6877.6,8,0,6253.6,0
6959.55,3,16,4634.3,0
9020.81,9,3,7060.8,1
3211.02,5,10,4271.7,1
4186.58,8,2,3382.6,0
5038.31,4,2,7192.9,1
4674.82,9,0,9966.0,1
3737.04,4,1,2163.6,0
7006.67,4,6,4875.8,0
7596.01,6,16,5457.7,1
1194.25,3,1,2751.3,0
2790.25,1,4,4720.1,1
9751.54,1,19,2309.1,0
3807.36,8,10,8885.2,0
5071.32,1,10,8176.3,0
8348.07,7,21,4555.2,0
8978.66,9,5,620.4,1
4561.1,1,17,3907.9,1
1410.85,6,9,9535.3,0
8825.8,1,0,6408.1,1
527.95,8,3,6070.2,1
269.53,9,23,7466.7,1
2931.58,1,1,2252.1,1
9936.05,6,10,1496.4,1
6803.04,3,21,1442.8,0
1198.31,1,8,6698.1,0
6367.36,3,13,8901.3,1
9015.92,4,0,9423.1,0
1117.66,8,13,2676.5,1
1092.33,1,18,6879.0,0
5556.32,3,17,86.4,0
1319.17,7,3,4806.6,1
1162.28,8,0,460.0,1
119.13,4,13,350.5,0
7674.9,4,21,4471.3,0
224.6,8,11,914.2,1
5681.25,5,12,7168.6,1
1457.08,8,8,8456.3,0
2720.18,3,11,6165.2,0
7398.89,7,5,9948.6,1
8709.79,9,0,7840.0,1
9636.96,1,17,3907.2,0
935.11,1,20,323.2,0
9461.12,7,20,756.6,0
1222.79,3,5,8478.0,1
3811.3,8,3,615.2,0
3124.39,6,22,8711.6,1
7801.9,1,12,6811.0,0
8885.41,7,20,5296.6,1
9711.42,1,16,4794.6,0
1024.38,5,10,3155.6,0
4882.71,3,0,2339.2,0
8408.92,4,8,6700.8,0
2683.59,9,21,3987.7,0
3567.89,1,22,6404.0,0
2876.37,4,23,2528.8,0
9374.72,2,13,1080.6,0
2822.79,8,9,6836.0,0
4761.72,5,0,3258.0,1
8494.87,6,0,9387.3,0
9943.89,8,14,1888.4,1
2772.0,8,12,3663.2,0
2219.37,8,12,4180.2,0
859.41,5,16,8802.7,1
6028.76,1,10,3246.4,1
8364.29,9,17,5470.7,1
3477.17,7,14,1217.1,0
3178.74,9,18,5276.8,0
296.1,8,3,1381.5,0
420.31,4,21,5485.6,0
6717.9,3,6,5737.6,1
5685.83,3,12,5126.5,1
9393.45,1,6,5650.0,0
2671.6,8,9,7932.1,0
383.23,8,23,1274.3,1
205.4,8,19,5592.0,1
3799.92,1,19,1445.3,0
565.25,7,12,4288.0,0
969.04,6,11,8999.2,0
5854.46,4,8,5243.0,0
7812.73,4,13,1936.7,0
6864.63,9,2,6896.3,0
9360.4,8,16,7479.8,1
9061.31,7,11,8699.3,1
5411.08,2,13,3811.1,0
5196.21,9,0,8564.2,1
9912.31,9,1,3226.5,1
4508.09,8,19,2242.0,0
6421.08,3,18,5052.5,1
7351.4,4,16,3987.9,1
298.08,4,2,5272.7,1
4076.41,3,8,4122.6,1
2072.3,9,4,8982.7,0
9486.91,5,15,4138.5,1
7752.57,8,4,1105.8,0
5507.02,5,19,900.5,1
6177.55,9,10,9451.1,0
6531.36,5,11,4068.6,1
522.58,6,14,3206.0,1
8039.59,4,13,6104.6,1
2041.57,7,0,1349.0,0
8518.29,2,17,8319.6,0
9233.51,1,23,5622.7,1
8914.5,1,0,7283.4,1
2514.44,1,18,7556.3,0
5638.01,8,20,1467.0,1
9574.45,1,6,6061.9,1
8970.98,8,16,8491.6,1
1143.08,6,17,9718.3,1
861.88,8,22,4447.1,0
4363.25,3,7,4702.6,1
2523.38,8,16,7535.3,1
3522.91,7,23,5282.6,0
2514.01,8,15,9030.5,1
1416.75,9,11,5030.8,0
8929.37,8,23,2208.2,1
5398.16,4,22,5709.3,0
2392.64,4,13,977.8,0
2900.23,9,15,5850.5,1
24.3,1,7,3597.5,0
2684.37,9,7,5826.9,0
8002.13,1,20,4114.5,0
3068.18,3,10,9037.0,0
955.22,7,15,2351.4,0
2406.93,9,1,1116.9,0
1172.91,7,23,2837.0,1
6030.24,6,5,8104.3,1
798.94,1,11,7923.9,0
410.38,9,15,3182.1,0
672.44,8,1,6624.7,0
3760.36,6,21,9733.0,1
7638.33,6,19,8457.8,1
8977.73,7,8,2393.4,1
6333.04,2,23,6690.6,1
8378.82,5,10,8317.5,0
7851.92,3,14,8039.0,0
3822.44,4,19,7009.5,0
474.08,7,16,4667.7,0
1639.88,4,20,9869.2,0
720.98,8,19,4937.2,1
4020.07,9,3,2099.6,0
9206.12,3,21,9944.4,0
1197.57,1,9,9589.1,0
6647.44,5,4,8205.9,0
9706.09,5,6,9576.3,0
1647.43,5,8,6109.0,1
8975.33,4,19,2839.3,0
267.16,8,16,5398.3,1
2937.82,5,3,2732.6,0
2417.71,6,20,7251.7,1
7671.73,5,10,9334.8,0
1268.1,8,18,7730.4,0
2419.35,6,6,256.8,0
1461.44,5,1,4314.1,1
2425.58,5,4,6170.4,1
4868.67,1,22,2447.0,0
1297.28,5,21,4282.7,0
4002.84,2,6,2009.1,1
4268.98,8,9,102.5,0
8714.14,5,6,696.8,0
6468.23,1,4,301.0,0
8723.6,6,4,2217.9,0
9420.9,4,15,8236.3,1
8166.37,1,11,3675.0,0
4992.47,5,22,6403.6,1
3463.4,2,13,1458.6,0
6219.32,1,15,8884.7,0
8035.08,1,8,7529.0,1
7498.97,3,22,1975.0,0
3299.5,3,4,44.5,0
5531.57,9,21,4343.6,1
4141.67,8,21,656.1,1
8606.08,5,14,7435.2,1
9295.34,3,0,2990.6,0
425.65,2,23,5932.5,1
8879.99,6,8,4691.2,1
5981.07,8,0,2779.6,0
634.78,2,8,5131.2,0
1152.61,4,1,2768.0,0
5059.6,5,0,6943.2,1
5131.11,2,21,5589.4,1
3217.77,1,21,8433.5,0
5362.68,2,9,3677.4,0
3882.59,5,7,8572.3,0
6114.89,3,23,325.6,0
6916.38,4,14,5106.6,0
2581.14,2,19,6601.1,0
6076.08,3,8,7923.1,0
2074.53,7,6,9319.7,1
4165.79,1,13,3733.6,0
3257.93,2,17,4781.3,0
5411.24,9,10,5734.7,0
1168.33,6,6,2520.3,0
5904.95,9,19,1066.9,0
5943.75,2,1,4225.4,1
7744.47,3,6,3091.2,1
6813.38,8,20,3919.8,1
3308.68,1,2,2643.8,0
7166.06,8,1,9825.4,1
9126.89,6,13,7684.4,1
9013.23,1,13,1412.4,0
6282.89,4,7,3082.1,0
9842.85,5,8,462.2,0
4128.67,1,12,5048.4,1
6962.85,2,4,2231.4,0
3669.84,8,1,4899.2,1
4897.06,2,12,6845.2,0
2291.38,5,14,4417.7,0
5139.76,9,10,3918.5,0
485.13,2,17,6080.1,0
9748.38,4,2,1560.8,0
8621.2,8,18,9347.1,1
2145.44,8,17,555.7,0
2990.51,6,5,6408.1,0
1241.28,7,16,8013.1,1
2561.46,3,17,3204.2,0
7961.61,7,3,9854.1,0
6101.38,2,14,9237.5,0
242.33,5,2,828.7,0
973.5,5,20,4488.0,1
3601.27,4,12,1307.3,0
5933.33,1,11,3197.3,1
4392.16,3,9,4036.3,1
3760.03,3,14,1663.4,0
9683.24,4,10,5340.9,0
9922.32,7,14,4734.7,0
5164.41,2,8,7571.1,0
2478.37,9,23,1005.5,1
4206.93,6,3,1278.0,1
3687.83,8,19,204.3,1
861.29,5,6,7667.2,0
5503.61,7,15,7489.4,1
8738.52,1,22,7513.0,0
1984.04,4,6,5243.1,0
9835.54,9,5,1163.8,1
5093.24,3,16,55.9,0
308.55,1,12,5742.3,0
8119.23,7,3,8583.2,0
8110.3,8,13,5126.8,0
9400.11,3,2,9629.4,1
5799.24,7,10,4643.0,1
5890.41,3,13,7018.5,1
6179.26,3,14,1627.2,0
533.72,8,3,8548.5,0
8349.72,1,6,1562.7,0
